"taeCPUE","Avg.Relief","site.name","reef.name"
0.915499405,"0.05","Northern GBR 1","Corbett Reef"
0,"2.3333333330000001","Northern GBR 1","Corbett Reef"
0,"0","Northern GBR 1","Corbett Reef"
0,"1","Northern GBR 1","Corbett Reef"
0,"1.2727272730000001","Northern GBR 1","Corbett Reef"
0,"1","Northern GBR 1","Corbett Reef"
0.942142998,"2.1176470589999998","Northern GBR 1","Corbett Reef"
0,"0.2","Northern GBR 1","Corbett Reef"
0,"2.4666666670000001","Northern GBR 1","Corbett Reef"
0,"6.6699999999999995E-2","Northern GBR 1","Corbett Reef"
0,"1.7272727269999999","Northern GBR 1","Corbett Reef"
0,"0.1","Northern GBR 1","Corbett Reef"
0,"1.5833333329999999","Northern GBR 1","Corbett Reef"
0,"1","Northern GBR 1","Corbett Reef"
0,"1.4166666670000001","Northern GBR 1","Corbett Reef"
0,"1","Northern GBR 1","Corbett Reef"
0,"0.7","Northern GBR 1","Corbett Reef"
0,"2.875","Northern GBR 1","Corbett Reef"
0,"0.54545454500000001","Northern GBR 1","Corbett Reef"
0.945975845,"2.6","Northern GBR 1","Corbett Reef"
0,"0","Northern GBR 1","Corbett Reef"
0,"1","Northern GBR 1","Corbett Reef"
0,"0","Northern GBR 1","Corbett Reef"
0,"0","Northern GBR 1","Corbett Reef"
0,"0","Northern GBR 1","Corbett Reef"
0,"0","Northern GBR 1","Corbett Reef"
0,"3","Northern GBR 1","Corbett Reef"
0,"0","Northern GBR 1","Corbett Reef"
0,"0","Northern GBR 1","Corbett Reef"
0,"2.3571428569999999","Northern GBR 1","Corbett Reef"
0,"1.3333333329999999","Northern GBR 1","Corbett Reef"
0,"0.6","Northern GBR 1","Corbett Reef"
0,"2.5","Northern GBR 1","Corbett Reef"
0,"0","Northern GBR 1","Corbett Reef"
0,"0","Northern GBR 1","Corbett Reef"
0,"1.1333333329999999","Northern GBR 1","Corbett Reef"
0,"0","Northern GBR 1","Corbett Reef"
0,"0","Northern GBR 1","Corbett Reef"
0,"1.5","Northern GBR 1","Corbett Reef"
0,"1.5","Northern GBR 1","Corbett Reef"
0,"1","Northern GBR 1","Corbett Reef"
0,"1.1666666670000001","Northern GBR 1","Corbett Reef"
0,"2.25","Northern GBR 1","Corbett Reef"
0,"0.8","Northern GBR 1","Corbett Reef"
0,"0.45454545499999999","Northern GBR 1","Corbett Reef"
0,"2.2000000000000002","Northern GBR 2","Lagoon Reef"
0,"2.3125","Northern GBR 2","Lagoon Reef"
0,"2.411764706","Northern GBR 2","Lagoon Reef"
0,"2","Northern GBR 2","Lagoon Reef"
0,"2.1428571430000001","Northern GBR 2","Lagoon Reef"
0,"2","Northern GBR 2","Lagoon Reef"
0,"3.4","Northern GBR 2","Lagoon Reef"
0,"2.1","Northern GBR 2","Lagoon Reef"
0,"1.6","Northern GBR 2","Lagoon Reef"
0,"2.3529411759999999","Northern GBR 2","Lagoon Reef"
0,"1.53","Northern GBR 2","Lagoon Reef"
0,"1.4","Northern GBR 2","Lagoon Reef"
0,"0.94117647100000001","Northern GBR 2","Lagoon Reef"
0,"0.61538461499999997","Northern GBR 2","Lagoon Reef"
0,"0","Northern GBR 2","Lagoon Reef"
0,"0.909090909","Northern GBR 2","Lagoon Reef"
0,"0","Northern GBR 2","Lagoon Reef"
0,"1.85","Northern GBR 2","Lagoon Reef"
0,"2.230769231","Northern GBR 2","Lagoon Reef"
0,"1.263157895","Northern GBR 2","Lagoon Reef"
0,"2","Northern GBR 2","Lagoon Reef"
0,"2.111111111","Northern GBR 2","Lagoon Reef"
0,"1.1333333329999999","Northern GBR 2","Lagoon Reef"
0,"3","Northern GBR 2","Lagoon Reef"
0,"2.25","Northern GBR 2","Lagoon Reef"
0,"2.0714285710000002","Northern GBR 2","Lagoon Reef"
0,"2.111111111","Northern GBR 2","Lagoon Reef"
0,"2.1578947369999999","Northern GBR 2","Lagoon Reef"
0,"2","Northern GBR 2","Lagoon Reef"
0,"2.0588235290000001","Northern GBR 2","Lagoon Reef"
0,"2","Northern GBR 2","Mantis Reef"
0,"1.95","Northern GBR 2","Mantis Reef"
0,"1.5","Northern GBR 2","Mantis Reef"
0,"0.61538461499999997","Northern GBR 2","Mantis Reef"
0,"0.82352941199999996","Northern GBR 2","Mantis Reef"
0,"2.5","Northern GBR 2","Mantis Reef"
0,"0.54545454500000001","Northern GBR 2","Mantis Reef"
0,"2.7142857139999998","Northern GBR 2","Mantis Reef"
0,"0","Northern GBR 2","Mantis Reef"
0,"1","Northern GBR 2","Mantis Reef"
0,"1.6","Northern GBR 2","Mantis Reef"
0,"0","Northern GBR 2","Mantis Reef"
0,"0","Northern GBR 2","Mantis Reef"
0,"0","Northern GBR 2","Mantis Reef"
0,"1.1578947369999999","Northern GBR 2","Mantis Reef"
0,"1.5333333330000001","Northern GBR 2","Mantis Reef"
0,"2","Northern GBR 2","Mantis Reef"
0,"2.5","Northern GBR 2","Mantis Reef"
0,"1.923076923","Northern GBR 2","Mantis Reef"
0,"2.5","Northern GBR 2","Mantis Reef"
0,"0.2","Northern GBR 2","Mantis Reef"
0,"0.25","Northern GBR 2","Mantis Reef"
0,"0.8","Northern GBR 2","Mantis Reef"
0,"0.8","Northern GBR 2","Mantis Reef"
0,"0","Northern GBR 2","Mantis Reef"
0,"0","Northern GBR 2","Mantis Reef"
0,"1.7857142859999999","Northern GBR 2","Mantis Reef"
0,"0.53846153799999996","Northern GBR 2","Mantis Reef"
0,"0.94117647100000001","Northern GBR 2","Mantis Reef"
0,"0","Northern GBR 2","Mantis Reef"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0.53333333299999997","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0.8","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0.888171334,"0.571428571","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.6666666669999999","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.8","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0.33333333300000001","Kota Kinabalu","Tunku Abdul Rahman Park"
0.934301235,"1.93","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.4444444440000002","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.2000000000000002","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.933333333","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.8","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.153846154","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.7272727269999999","Kota Kinabalu","Tunku Abdul Rahman Park"
0.83794299,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0.854155144,"1","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.066666667","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.5833333329999999","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.3333333329999999","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.4","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.7857142859999999","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.5833333330000001","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.3","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0.8","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0.6","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.1333333329999999","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.2","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2","Kota Kinabalu","Tunku Abdul Rahman Park"
0.668415936,"1.230769231","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.3333333330000001","Kota Kinabalu","Tunku Abdul Rahman Park"
0.674944106,"2.5294117649999999","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.111111111","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0.6","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.2999999999999998","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.25","Kota Kinabalu","Tunku Abdul Rahman Park"
0.925533146,"0.4","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0.855084546,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.8666666670000001","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.4","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.75","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.307692308","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0.5","Kota Kinabalu","Tunku Abdul Rahman Park"
0.878771731,"1.8","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.307692308","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0.923500549,"1.9166666670000001","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.3333333330000001","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0.3","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1","Kota Kinabalu","Tunku Abdul Rahman Park"
0.951691605,"0.53333333299999997","Kota Kinabalu","Tunku Abdul Rahman Park"
0.723670602,"1.85","Kota Kinabalu","Tunku Abdul Rahman Park"
0.72647214,"2.9285714289999998","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.5454545449999999","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.1176470590000001","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.923076923","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.3571428569999999","Kota Kinabalu","Tunku Abdul Rahman Park"
0.94710074,"2.5","Kota Kinabalu","Tunku Abdul Rahman Park"
0.979669677,"2.0666666669999998","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.2857142860000002","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2","Kota Kinabalu","Tunku Abdul Rahman Park"
0.952311418,"2.0714285710000002","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.1818181820000002","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.7142857140000001","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0.75","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.266666667","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.25","Kota Kinabalu","Tunku Abdul Rahman Park"
0.667839591,"2.2000000000000002","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"1.571428571","Kota Kinabalu","Tunku Abdul Rahman Park"
0.675976363,"1.7857142859999999","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"0","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.1818181820000002","Kota Kinabalu","Tunku Abdul Rahman Park"
0.708516646,"1.8333333329999999","Kota Kinabalu","Tunku Abdul Rahman Park"
0,"2.5714285710000002","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0,"1.1666666670000001","Semporna North","Tun Sakaran Marine Park"
0.983280947,"0.78571428600000004","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0,"7.6899999999999996E-2","Semporna North","Tun Sakaran Marine Park"
0,"3.0833333330000001","Semporna North","Tun Sakaran Marine Park"
0.842205737,"3.5","Semporna North","Tun Sakaran Marine Park"
0,"3","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0,"3","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0.855244215,"2.5263157889999999","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0.918668023,"0.83333333300000001","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
1.891026449,"1.3333333329999999","Semporna North","Tun Sakaran Marine Park"
0.850714091,"2.1818181820000002","Semporna North","Tun Sakaran Marine Park"
0,"1.181818182","Semporna North","Tun Sakaran Marine Park"
0,"3.0666666669999998","Semporna North","Tun Sakaran Marine Park"
0.892485274,"4.3333333329999997","Semporna North","Tun Sakaran Marine Park"
0.913708599,"1.8","Semporna North","Tun Sakaran Marine Park"
0.915147755,"2.8333333330000001","Semporna North","Tun Sakaran Marine Park"
0.94016969,"1.8666666670000001","Semporna North","Tun Sakaran Marine Park"
0,"4.6666666670000003","Semporna North","Tun Sakaran Marine Park"
0.984940802,"0","Semporna North","Tun Sakaran Marine Park"
0.970656776,"5","Semporna North","Tun Sakaran Marine Park"
0.983975682,"2.4666666670000001","Semporna North","Tun Sakaran Marine Park"
0,"1.2","Semporna North","Tun Sakaran Marine Park"
0,"1.8333333329999999","Semporna North","Tun Sakaran Marine Park"
0.982956087,"2.461538462","Semporna North","Tun Sakaran Marine Park"
0,"3.6666666669999999","Semporna North","Tun Sakaran Marine Park"
0.606268411,"3.6","Semporna North","Tun Sakaran Marine Park"
0.619539342,"2","Semporna North","Tun Sakaran Marine Park"
1.261682833,"3.1","Semporna North","Tun Sakaran Marine Park"
0.88809158,"1.266666667","Semporna North","Tun Sakaran Marine Park"
0,"0.2","Semporna North","Tun Sakaran Marine Park"
0.974426713,"2.4705882350000001","Semporna North","Tun Sakaran Marine Park"
0.963710672,"1","Semporna North","Tun Sakaran Marine Park"
0.983089495,"3.076923077","Semporna North","Tun Sakaran Marine Park"
0,"2.8666666670000001","Semporna North","Tun Sakaran Marine Park"
0,"4","Semporna North","Tun Sakaran Marine Park"
0,"1.888888889","Semporna North","Tun Sakaran Marine Park"
0,"2.111111111","Semporna North","Tun Sakaran Marine Park"
0,"4.4000000000000004","Semporna North","Tun Sakaran Marine Park"
0,"3.2222222220000001","Semporna North","Tun Sakaran Marine Park"
0,"3.75","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0,"0.53333333299999997","Semporna North","Tun Sakaran Marine Park"
0,"1.769230769","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0,"1.7","Semporna North","Tun Sakaran Marine Park"
0.84413672,"3.0833333330000001","Semporna North","Tun Sakaran Marine Park"
0.852745533,"2.2222222220000001","Semporna North","Tun Sakaran Marine Park"
0,"3.5294117649999999","Semporna North","Tun Sakaran Marine Park"
0,"4.6666666670000003","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0,"0.93333333299999999","Semporna North","Tun Sakaran Marine Park"
0,"2.6","Semporna North","Tun Sakaran Marine Park"
0,"1.266666667","Semporna North","Tun Sakaran Marine Park"
0,"2.1","Semporna North","Tun Sakaran Marine Park"
0,"2.4166666669999999","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0,"2.266666667","Semporna North","Tun Sakaran Marine Park"
0,"0.8","Semporna North","Tun Sakaran Marine Park"
0,"4","Semporna North","Tun Sakaran Marine Park"
0.792326755,"2.6666666669999999","Semporna North","Tun Sakaran Marine Park"
0,"3.6","Semporna North","Tun Sakaran Marine Park"
0,"2.6","Semporna North","Tun Sakaran Marine Park"
0,"8.3299999999999999E-2","Semporna North","Tun Sakaran Marine Park"
0.881911985,"1.45","Semporna North","Tun Sakaran Marine Park"
0,"2.1052631580000001","Semporna North","Tun Sakaran Marine Park"
0,"0.8125","Semporna North","Tun Sakaran Marine Park"
0,"0.64285714299999996","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0.870890486,"1.2857142859999999","Semporna North","Tun Sakaran Marine Park"
0,"4.3125","Semporna North","Tun Sakaran Marine Park"
0,"1.8333333329999999","Semporna North","Tun Sakaran Marine Park"
0,"1.153846154","Semporna North","Tun Sakaran Marine Park"
0,"1.4166666670000001","Semporna North","Tun Sakaran Marine Park"
0.898516549,"3.636363636","Semporna North","Tun Sakaran Marine Park"
0,"2.8947368419999999","Semporna North","Tun Sakaran Marine Park"
0.966514307,"2.9","Semporna North","Tun Sakaran Marine Park"
1.583886595,"0.875","Semporna North","Tun Sakaran Marine Park"
0.892909185,"0","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0,"0.71428571399999996","Semporna North","Tun Sakaran Marine Park"
0,"1","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0,"2.230769231","Semporna North","Tun Sakaran Marine Park"
0.914563742,"2.1666666669999999","Semporna North","Tun Sakaran Marine Park"
0,"0.5","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna North","Tun Sakaran Marine Park"
0,"0","Semporna South","Mabul Kapalai"
0,"2.266666667","Semporna South","Mabul Kapalai"
0,"0.86666666699999995","Semporna South","Mabul Kapalai"
0,"1.6666666670000001","Semporna South","Mabul Kapalai"
0,"1.0833333329999999","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"1.8823529409999999","Semporna South","Mabul Kapalai"
0,"0.73333333300000003","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"5","Semporna South","Mabul Kapalai"
0,"0.35714285699999998","Semporna South","Mabul Kapalai"
0,"0.86666666699999995","Semporna South","Mabul Kapalai"
0,"4.5333333329999999","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"1.1333333329999999","Semporna South","Mabul Kapalai"
0.725649325,"1.181818182","Semporna South","Mabul Kapalai"
0.73950048,"1.428571429","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"2","Semporna South","Mabul Kapalai"
0,"1.818181818","Semporna South","Mabul Kapalai"
0,"1.2","Semporna South","Mabul Kapalai"
0,"1.315789474","Semporna South","Mabul Kapalai"
0.90790742,"1.3333333329999999","Semporna South","Mabul Kapalai"
0,"1.384615385","Semporna South","Mabul Kapalai"
0,"0.2","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"1.2","Semporna South","Mabul Kapalai"
0.900169456,"0.88888888899999996","Semporna South","Mabul Kapalai"
0.924337578,"0.66666666699999999","Semporna South","Mabul Kapalai"
0.841962474,"0","Semporna South","Mabul Kapalai"
0,"1.4","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"0.4","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0.899404819,"1.571428571","Semporna South","Mabul Kapalai"
0,"0.5","Semporna South","Mabul Kapalai"
0,"1","Semporna South","Mabul Kapalai"
0,"7.1400000000000005E-2","Semporna South","Mabul Kapalai"
0.818098893,"1.8666666670000001","Semporna South","Mabul Kapalai"
0,"0.2","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"2.5833333330000001","Semporna South","Mabul Kapalai"
0,"0.71428571399999996","Semporna South","Mabul Kapalai"
0,"0.28571428599999998","Semporna South","Mabul Kapalai"
0,"2.5499999999999998","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"1.818181818","Semporna South","Mabul Kapalai"
0,"2.0666666669999998","Semporna South","Mabul Kapalai"
0,"3.1","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"0.2","Semporna South","Mabul Kapalai"
0,"0.5","Semporna South","Mabul Kapalai"
0,"1.6","Semporna South","Mabul Kapalai"
0.83831217,"2.0833333330000001","Semporna South","Mabul Kapalai"
0,"1.6666666670000001","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"2.2000000000000002","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"2.307692308","Semporna South","Mabul Kapalai"
0,"2","Semporna South","Mabul Kapalai"
0,"0","Semporna South","Mabul Kapalai"
0,"3.5625","Semporna South","Sipadan"
0,"3.5","Semporna South","Sipadan"
0,"1.571428571","Semporna South","Sipadan"
0,"2.3333333330000001","Semporna South","Sipadan"
0,"3.384615385","Semporna South","Sipadan"
0,"3.1764705879999999","Semporna South","Sipadan"
0,"1.2222222220000001","Semporna South","Sipadan"
0,"2.3571428569999999","Semporna South","Sipadan"
0,"4.42","Semporna South","Sipadan"
0,"1.923076923","Semporna South","Sipadan"
0,"2.2000000000000002","Semporna South","Sipadan"
0,"2.5625","Semporna South","Sipadan"
0,"3.25","Semporna South","Sipadan"
0,"3.0588235290000001","Semporna South","Sipadan"
0,"2.4285714289999998","Semporna South","Sipadan"
0,"3","Semporna South","Sipadan"
0,"1.928571429","Semporna South","Sipadan"
0,"2.111111111","Semporna South","Sipadan"
0,"2.8235294120000001","Semporna South","Sipadan"
0,"2","Semporna South","Sipadan"
0,"1.6","Semporna South","Sipadan"
0,"0","Gizo Area","Open"
0,"3.4545454549999999","Gizo Area","Open"
0,"2.111111111","Gizo Area","Open"
0,"3","Gizo Area","Open"
0,"1.3125","Gizo Area","Open"
0,"2.2999999999999998","Gizo Area","Open"
0,"3","Gizo Area","Open"
0,"3","Gizo Area","Open"
0,"3.6","Gizo Area","Open"
0,"3","Gizo Area","Open"
0,"3","Gizo Area","Open"
0,"3","Gizo Area","Open"
0,"3.375","Gizo Area","Open"
0,"3.4375","Gizo Area","Open"
0,"3.7142857139999998","Gizo Area","Open"
0,"3.588235294","Gizo Area","Open"
0,"3.7","Gizo Area","Open"
0,"4","Gizo Area","Open"
0,"3.6","Gizo Area","Open"
0,"3.3125","Gizo Area","Open"
0,"3.3571428569999999","Gizo Area","Open"
0,"3.692307692","Gizo Area","Open"
0,"3.3","Gizo Area","Open"
0,"2.2000000000000002","Gizo Area","Open"
0,"3.3333333330000001","Gizo Area","Open"
0,"3","Gizo Area","Open"
0,"1.7","Gizo Area","Open"
0,"1.6","Gizo Area","Open"
0,"3","Gizo Area","Open"
0,"3.1428571430000001","Gizo Area","Open"
0,"1.538461538","Gizo Area","Open"
0,"2.2105263160000002","Gizo Area","Open"
0,"0","Gizo Area","Open"
1.063252916,"2.615384615","Gizo Area","Open"
0,"3.5333333329999999","Gizo Area","Open"
0,"3","Gizo Area","Open"
0,"3.888888889","Gizo Area","Open"
0,"1.75","Gizo Area","Open"
0,"3.6","Gizo Area","Open"
0,"3.35","Gizo Area","Open"
0,"3","Gizo Area","Open"
0,"1.4","Gizo Area","Open"
0,"3","Gizo Area","Open"
0,"3.8571428569999999","Gizo Area","Open"
0,"3.5555555559999998","Gizo Area","Open"
0,"2.5454545450000001","Gizo Area","Open"
0,"2.611111111","Gizo Area","Open"
0,"3.2222222220000001","Gizo Area","Open"
0,"1.2857142859999999","Gizo Area","Open"
0,"4.5789473679999997","Gizo Area","Open"
0,"3.411764706","Gizo Area","Open"
0,"2.636363636","Gizo Area","Open"
0,"3.1666666669999999","Gizo Area","Open"
0,"3.625","Gizo Area","Open"
0,"2.4166666669999999","Gizo Area","Open"
0,"2.3333333330000001","Gizo Area","Open"
0,"2.307692308","Gizo Area","Open"
0,"2.5","Gizo Area","Open"
0,"3.2","Gizo Area","Open"
0,"3","Gizo Area","Open"
0,"3","Gizo Area","Open"
0,"3.4","Gizo Area","Open"
0,"3.9090909090000001","Gizo Area","Open"
0,"3","Gizo Area","Open"
0,"2.5","Gizo Area","Open"
0,"2.384615385","Gizo Area","Open"
0,"2.4500000000000002","Zaira Area","Open"
0,"2.5","Zaira Area","Open"
0,"2","Zaira Area","Open"
0,"2.4500000000000002","Zaira Area","Open"
0,"2.4500000000000002","Zaira Area","Open"
0,"1.4","Zaira Area","Open"
0,"2","Zaira Area","Open"
0,"2.75","Zaira Area","Open"
0,"2.076923077","Zaira Area","Open"
0,"2.25","Zaira Area","Open"
0,"2.1176470589999998","Zaira Area","Open"
0,"1.6666666670000001","Zaira Area","Open"
0,"0.88888888899999996","Zaira Area","Open"
0,"2","Zaira Area","Open"
0,"3","Zaira Area","Open"
0,"2.4","Zaira Area","Open"
0,"2","Zaira Area","Open"
0,"2.5555555559999998","Zaira Area","Open"
